sample_id,PCB1,PCB2,PCB3,PCB4,PCB5,PCB6,PCB7,PCB8,PCB9,PCB10,PCB11,PCB12.13,PCB14,PCB15,PCB16,PCB17,PCB18.30,PCB19,PCB20.28,PCB21.33,PCB22,PCB23,PCB24,PCB25,PCB26.29,PCB27,PCB31,PCB32,PCB34,PCB35,PCB36,PCB37,PCB38,PCB39,PCB40.71,PCB41,PCB42,PCB43,PCB44.47.65,PCB45,PCB46,PCB48,PCB49.69,PCB50.53,PCB51,PCB52,PCB54,PCB55,PCB56,PCB57,PCB58,PCB59.62.75,PCB60,PCB61.70.74.76,PCB63,PCB64,PCB66,PCB67,PCB68,PCB72,PCB73,PCB77,PCB78,PCB79,PCB80,PCB81,PCB82,PCB83,PCB84,PCB85.116,PCB86.97.109.119,PCB87.125,PCB88,PCB89,PCB90.101.113,PCB91,PCB92,PCB93.100,PCB94,PCB95,PCB96,PCB98,PCB99,PCB102,PCB103,PCB104,PCB105,PCB106,PCB107,PCB108.124,PCB110,PCB111,PCB112,PCB114,PCB115,PCB117,PCB118,PCB120,PCB121,PCB122,PCB123,PCB126,PCB127,PCB128.166,PCB129.138.163,PCB130,PCB131,PCB132,PCB133,PCB134,PCB135.151,PCB136,PCB137,PCB139.140,PCB141,PCB142,PCB143,PCB144,PCB145,PCB146,PCB147.149,PCB148,PCB150,PCB152,PCB153.168,PCB154,PCB155,PCB156.157,PCB158,PCB159,PCB160,PCB161,PCB162,PCB164,PCB165,PCB167,PCB169,PCB170,PCB171.173,PCB172,PCB174,PCB175,PCB176,PCB177,PCB178,PCB179,PCB180.193,PCB181,PCB182,PCB183,PCB184,PCB185,PCB186,PCB187,PCB188,PCB189,PCB190,PCB191,PCB192,PCB194,PCB195,PCB196,PCB197,PCB198.199,PCB200,PCB201,PCB202,PCB203,PCB205,PCB206,PCB207,PCB208,PCB209,tPCB
S750,0.155727179,0.091634234,0.242825123,0.405762122,0.065632712,0.454109326,0.0840255,2.319822853,0.128600063,0.024992864,3.717537629,0.358121722,0.014945029,1.694961691,2.585211563,1.764746446,4.884081863,0.283756642,10.13020378,6.621533368,4.02704902,0.007491518,0.074216714,0.846870764,1.59286528,0.343835529,18.81244745,1.741200713,0.027532463,0.353854922,0.00109931,2.248917071,0.412933335,0.001824242,32.24753113,1.5257479,17.89443212,2.365737143,269.8989177,2.118423415,2.235441389,9.650444007,151.8161065,15.66375502,3.142637465,949.7761387,0.026497935,0.051096279,19.77440165,0.074068278,0.002223058,2.61936877,8.880436156,364.7383648,3.80171655,80.4173365,73.52626111,0.510319312,0.040977827,0.185295018,6.139636007,1.44784133,0.004616736,0.007517045,0.002559747,0.001882866,30.75315952,29.59557096,205.0446185,45.74154759,121.4397132,131.8778176,0.318420784,5.93257338,586.4640684,100.2021267,135.2813747,2.274033799,3.265709734,919.9530451,6.623465872,0.205837502,183.0988823,18.86041178,4.901868313,0.026343325,18.26735616,0.009826924,6.007747141,5.473587036,230.8969592,0.003457964,0.132402747,1.967355833,40.16138092,8.485904101,84.00644645,0.188145039,0.006551656,1.181085112,1.667594026,0.002448844,0.005444101,2.846106777,34.66386769,3.035387473,3.53193175,38.24813272,1.421000588,12.90989565,62.36761434,54.50586211,3.764977055,4.963532621,8.545240186,0.13148434,0.773972974,11.44357136,0.357287841,8.036222839,119.7210576,0.236227692,0.603204671,0.812157251,42.08353015,2.048622102,0.021129273,0.598072179,3.702203493,0.028827069,0.015603721,0.018347549,0.02742079,1.979286516,0.020279712,0.356655225,0.003058364,0.153217269,0.350197318,0.060161221,0.975503051,0.131390541,0.999058954,0.551697326,0.528975076,3.24932635,0.467508423,0.062452498,0.043173999,1.006904422,0.043166969,0.140156681,0.005811107,1.825330964,0.034936342,0.003316234,0.019767533,0.011293742,0.005333807,0.014057243,0.033112228,0.011915108,0.013978051,0.048177694,0.017003119,0.050286812,0.097133231,0.033401179,0.004772958,0.023003131,0.012473423,0.018689003,0.084606626,5452.385443
S751,0.129861748,0.109216522,0.245964009,0.471419734,0.074813393,0.405171955,0.082268288,2.052603268,0.125070952,0.023812053,3.961276368,0.300854212,0.016329716,1.56073578,2.377541891,1.655738531,4.47093355,0.264724369,9.655654843,6.275155251,3.968035678,0.010666612,0.071836436,0.775671861,1.534781168,0.298953542,18.21170455,1.599191624,0.114862635,0.422151021,0.001945805,4.61188358,0.420543482,0.073131791,32.39818568,1.398065178,17.7388275,1.688391797,264.923702,3.906155278,2.205327998,9.531243546,147.3162838,14.89108298,1.745075327,919.9955114,0.028322267,0.129442328,21.14118531,0.051865435,0.002354107,2.632933384,9.438407939,384.3093758,3.877308007,80.05821767,78.32469636,0.558228629,0.0627956,0.203700952,3.382202849,1.831672416,0.004750217,0.006320302,0.003418246,0.003304173,27.71729044,34.08000421,180.598698,41.50053152,104.128338,122.6923975,1.175838707,5.235758995,517.7503088,86.23183427,117.3175024,1.401035065,2.685321062,792.0583676,5.618211754,0.109327729,158.0535304,15.73538279,4.068132275,0.01767222,17.4367817,0.004672498,5.56775038,5.005338323,230.2461256,0.004129788,0.124833002,1.878320525,2.51106798,7.71938125,78.15674161,0.002379257,0.00225354,1.073096078,1.489380523,0.001564422,0.003645513,2.881988497,34.86140652,3.042539422,3.468824232,38.7894933,1.34989315,12.77462514,61.71173484,53.72700921,3.761966873,4.834854792,8.595856556,0.102831505,0.734053775,11.42063326,0.316626107,7.995295364,119.4708629,0.230258685,0.553928068,0.809260233,41.92008791,1.955669158,0.013134379,0.619001873,3.686699242,0.020188503,0.001039894,0.001667835,0.019440345,2.024586612,0.002777316,0.36227077,0.000913421,0.142115231,0.354808409,0.076847618,1.059702212,0.134512292,1.031021579,0.549558252,0.567937704,3.380781532,0.470848305,0.064118482,0.060504592,1.025433158,0.064331371,0.156360282,0.01831269,1.885429802,0.044509306,0.013057014,0.022755603,0.005998644,0.000696415,0.0031424,0.002791407,0.015351603,0.002286064,0.036924996,0.017893266,0.031725139,0.106330513,0.003583969,0.002888017,0.015557318,0.007697516,0.010307825,0.085820104,5073.099167
S752,0.197580768,0.135289473,0.241628425,0.620699624,0.143790413,0.558123538,0.103680756,2.705921824,0.150599634,0.034271309,4.691278668,0.424637478,0.015850468,1.783658384,2.874287241,2.01117529,5.469288895,0.339701164,10.88174923,7.237743568,4.363393905,0.002403981,0.084814984,0.914486783,1.732263133,0.372872759,19.91487763,1.897054428,0.24607538,0.426650827,0.001817625,4.400344228,0.459158558,0.074519136,31.32306438,1.585766959,17.72544196,2.013562651,260.9316117,5.041813964,2.309726889,9.884985541,150.5162661,15.91563457,1.211150482,935.2458174,0.026964538,0.005639606,17.77061881,0.003480829,0.001595186,2.69377981,8.085165852,339.4649608,3.662562265,77.39764091,68.88926495,0.493622968,0.09729366,0.218869853,4.455270835,1.344656397,0.003706299,0.006963188,0.003127494,0.003396021,23.45812941,23.5895837,165.4862579,36.23992232,95.54214404,102.9796726,0.119559683,4.764376264,473.1879984,83.41942672,109.6987318,1.382299679,2.823803636,765.161366,5.999551983,0.141912857,147.8122307,15.98890874,4.308311987,0.02058798,14.12119535,0.003774873,4.682324093,4.293513023,196.5633087,0.003871311,0.049711179,1.571799218,0.534945515,6.759591871,64.6956598,0.003674667,0.001274032,0.905494775,1.350582588,0.002150045,0.003722827,2.113491967,26.22050582,2.30661807,2.733739604,28.79232422,1.079574757,10.08523959,49.04552821,43.06140517,2.822052574,3.876753223,6.500416689,0.088012702,0.506039473,8.935710445,0.287818866,6.295269632,92.42808746,0.187783174,0.504578538,0.67730049,32.23001783,1.631051914,0.009626434,0.476725605,2.836291507,0.024475666,0.001256076,0.00122691,0.023735509,1.4941845,0.001197531,0.27929605,0.001108609,0.066038989,0.261213056,0.05609989,0.751312533,0.096003235,0.763748325,0.425641295,0.41506819,2.572648576,0.351921464,0.031863096,0.023139745,0.744568903,0.040121599,0.115536134,0.010508,1.43892279,0.038722853,0.001629269,0.017754404,0.00169856,0.000640884,0.016525002,0.008068597,0.008685217,0.011523768,0.030071808,0.033192582,0.031471916,0.082046924,0.010477727,0.005611072,0.018162929,0.0262425,0.011163062,0.054855337,4727.647828
S712,0.131626164,0.042142159,0.162720699,0.393618913,0.039353464,0.396603207,0.070243317,2.055146887,0.115154594,0.021579761,2.519885727,0.298753403,0.001449381,1.897687059,2.366259175,1.692889242,4.233630233,0.200483354,14.00541235,9.220997876,5.953972684,0.022120421,0.069329414,0.976587888,2.01822761,0.313686955,23.07895329,1.7566155,0.03435348,0.559321407,0.00067384,7.02033394,0.001645901,0.006656728,37.60292445,1.674572188,20.1458026,1.43251125,268.9560276,4.553136599,1.526330127,9.344061109,146.160615,9.076926904,0.161896172,820.2341932,0.018354263,0.035406867,42.44158552,0.079192053,0.000937361,2.610942821,19.20818979,659.788663,5.714373652,94.21731732,141.7477858,0.761313623,0.042279765,0.189636873,4.581992224,6.214240782,0.002485582,0.014883058,0.005428552,0.006439097,66.59810852,30.12611156,210.4072635,89.64469759,200.2276462,260.1182388,0.172315764,6.320823548,844.2957408,98.81103717,163.3477624,0.138470968,2.211844271,785.8229087,3.33135575,0.266848674,279.0010253,15.48253709,3.518588934,0.010679737,85.49510135,0.005445004,18.28063817,15.813934,398.3729608,0.013271033,0.131497559,6.331542494,20.14192937,12.85276252,311.2277761,0.011973344,0.001313529,3.686239107,5.361061734,0.033648166,0.00774671,12.44956326,125.4898305,9.463683658,6.573907012,90.30554826,2.974025976,22.04543564,86.15000502,52.37773525,11.67227237,8.566645966,24.33983295,0.16576029,1.035081195,17.3872267,0.30033469,20.36801895,210.6178621,0.26535642,0.465151464,0.58036145,124.7366571,2.792190167,0.00901836,3.208609199,13.3879787,0.03486134,0.02091229,0.013946761,0.086928572,6.630609506,0.024480125,1.67099875,0.000723464,0.667869479,1.314563419,0.260446544,3.411162106,0.338782163,1.848893313,1.948169212,1.310595094,5.192189342,2.042061099,0.157647661,0.078532533,3.183791422,0.053281703,0.453043135,0.020410065,5.463214737,0.048948531,0.002008029,0.139570521,0.047027694,0.000529583,0.03314886,0.033354853,0.093424859,0.052629755,0.208121456,0.109849671,0.154207324,0.258184234,0.106284465,0.012135533,0.009620874,0.015130511,0.008704647,0.08432221,7203.224818
S713,0.325482261,0.080750074,0.260415439,0.790372737,0.066030874,0.598413221,0.091222539,2.932970478,0.158345274,0.039568346,3.196995844,0.321339663,0.004361752,2.078194152,3.740703356,2.904214802,7.711901522,0.523107251,16.99842436,11.41350132,7.271720282,0.013156987,0.11363287,1.237265151,2.554587866,0.502835703,29.27829886,2.664991358,0.033388417,0.829097817,0.000798358,10.0772917,0.002501693,0.001499724,52.72637966,2.488609128,27.63159442,0.138823049,367.1246646,6.85356396,2.249589052,12.57583857,197.4146212,13.65654512,0.487752951,1114.800098,0.029905692,0.151357239,63.62612584,0.023783254,0.001761601,3.692968975,28.17536771,940.4237237,8.047886563,128.7363235,207.2380942,0.964251981,0.098620964,0.350873971,0.352834058,10.97472142,0.002350112,0.014923045,0.008526025,0.005700331,90.25713172,53.28588768,267.7685891,116.0197542,257.4724383,325.9006031,0.489854316,7.769352106,1039.78344,122.6655549,205.2138133,1.88631481,2.851707306,983.8632471,4.367285486,0.506565441,340.585876,20.24893369,4.443396893,0.016652896,125.2631628,0.025242012,25.27722165,21.46595727,515.6575876,0.008740143,0.470088742,9.115531951,22.58262328,17.45766437,437.9594455,0.010244246,0.001121989,5.4657704,7.275914794,0.00322883,0.005590625,19.82184885,195.3713376,14.60409769,9.444158801,134.498088,4.240470029,32.05929506,125.3851249,76.42461973,17.44813033,12.24385291,37.01505263,0.130906591,1.463519496,25.28719467,0.421690964,30.40659214,305.1824013,0.377283809,0.66533846,0.863742112,186.454532,3.884163088,0.00828117,5.473747004,20.78198309,0.032855946,0.009244722,0.008539459,0.187268695,10.35540472,0.001619097,2.885180231,0.000201185,1.094591785,2.001305717,0.434520496,5.24221826,0.549851546,2.758108331,3.053970721,1.948928848,7.878913072,3.243924469,0.245689436,0.122114475,4.863670598,0.063149191,0.698323819,0.020623942,8.290941123,0.047354555,0.006156603,0.21440645,0.080862988,0.00020951,0.025011513,0.058218527,0.130226336,0.059711473,0.352714769,0.160877049,0.234232141,0.394676916,0.171301101,0.000578372,0.011298239,0.015073987,0.017185268,0.072986728,9651.328791
S844,0.336268997,0.073606646,0.380035879,0.089374749,0.013392052,0.071332131,0.029056161,0.273819869,0.034855057,0.00873237,0.187429074,0.018735079,0.000347021,0.102650373,0.083066379,0.088018211,0.170766486,0.019691832,0.291541582,0.153334889,0.11071637,0.000402527,0.002019569,0.030584618,0.056111765,0.014412889,0.492863257,0.066380874,0.026379167,0.027809266,0.000398753,0.173386314,0.005103442,0.001285935,0.852062467,0.025047261,0.536274022,0.016214293,6.444970207,0.100028687,0.04930651,0.271911927,3.348009451,0.383915739,0.03317916,19.5779039,0.002974499,0.003895503,1.178986657,0.001923154,0.00183881,0.09548485,0.489585774,14.77522977,0.12678704,2.068366655,3.270945031,0.000842077,0.000901303,0.000920941,0.05728876,0.151035328,0.00113744,0.013631669,0.000809387,0.002396835,2.42973219,1.025682797,6.46837205,2.89204947,5.714825699,7.668323774,0.003515348,0.170191339,21.06582118,2.826125294,4.304012246,0.008278685,0.051578153,22.17650812,0.147249729,0.00943935,8.014721869,0.440313317,0.129043752,0.000798739,4.810662209,0.003727966,0.75786763,0.644983817,18.0987109,0.000990934,0.022563021,0.270393401,0.19533797,0.385071996,11.94562385,0.001149141,0.000933163,0.188664252,0.198359064,0.002020284,0.001282357,1.27590022,8.698149412,0.657613429,0.301342127,4.553931836,0.166805345,0.961574148,3.409493886,2.27761656,0.735391815,0.336808179,1.377692527,0.074459074,0.051891175,0.666210758,0.017692162,0.987618599,8.437440304,0.002779046,0.020269234,0.026716329,6.106098928,0.106279236,0.000608007,0.648834009,0.94086513,0.001161953,0.001133275,0.0044162,0.001566633,0.465220097,0.00146355,0.226221823,0.002265972,0.240624913,0.114819612,0.002468814,0.332100585,0.001319554,0.095316523,0.163157132,0.075318598,0.224998439,0.402009768,0.009333021,0.000606047,0.157882295,0.018908624,0.002297218,0.000953117,0.341914949,0.009491272,0.012904007,0.020062232,0.002577214,0.001039826,0.002323012,0.002503649,0.001080751,0.000721081,0.033818583,0.000756293,0.000694499,0.000691712,0.003057442,0.000860764,0.001379664,0.001656459,0.001559098,0.008131838,226.2255093
S840,0.067505113,0.044469092,0.034573008,0.050096355,0.008018024,0.021137613,0.004440738,0.100561107,0.009436745,0.000330797,0.152317055,0.012455516,0.001064803,0.043090896,0.091222465,0.061344405,0.163188495,0.019388222,0.216582951,0.158010853,0.144821072,0.000792639,0.001590745,0.02377347,0.060034674,0.013040075,0.434985712,0.055420028,0.000405819,0.0273805,0.001177815,0.169882316,0.001076734,0.000422035,1.165305606,0.055245765,0.602799406,0.025266493,8.163028932,0.119770226,0.009943171,0.252712642,3.901090207,0.446560063,0.044606159,22.70763759,0.000749798,0.012765492,2.122812075,0.004847802,0.001854077,0.021594971,0.877814101,23.56880782,0.166191535,2.691288825,5.327320097,0.001698134,0.000908786,0.000928586,0.041858245,0.578888304,0.001146881,0.003927098,0.001632213,0.002416734,6.889163836,2.033304667,11.49094042,5.704227481,11.66776231,16.96756398,0.010718392,0.399759018,36.74825094,4.176517389,7.245125755,0.077128138,0.106480275,35.68777694,0.193256726,0.019187223,13.21382283,0.62526957,0.131152618,0.000811793,19.59873399,0.001262964,2.108725175,1.760289072,46.13235089,0.002014254,0.001910979,0.806537081,0.218017867,0.77121916,36.85986928,0.00116792,0.000948415,0.785397574,0.641564586,0.00102665,0.002606627,7.00766481,37.29942047,2.534343494,0.861424443,16.38377534,0.38007837,2.798316252,8.301767003,4.842030314,2.524560017,0.810759173,5.140156037,0.001314756,0.139595003,1.566151064,0.017366209,3.000368962,23.45564329,0.019255382,0.04132561,0.059500099,19.33026467,0.209063516,0.000292553,4.045618796,3.614663673,0.011181819,0.002544697,0.000708306,0.070858056,2.271364982,0.000704209,1.205026594,0.000363436,1.633108865,0.84822048,0.256996803,1.871097488,0.0476951,0.330093221,1.137686301,0.28865884,0.808085274,2.301645858,0.009687739,0.005841464,1.017754878,0.017801483,0.080449397,0.004134037,1.463145352,0.000795503,0.002985048,0.273857253,0.056637064,0.000501126,0.115715074,0.080260893,0.100207627,0.000711264,0.294046319,0.054457754,0.032197085,0.034797049,0.124653851,0.002547137,0.002662336,0.001598235,0.002256443,0.018068697,499.4678482
S841,1.138403563,0.215546301,1.279473522,0.325954523,0.061861683,0.227027785,0.081663972,0.884746631,0.098747886,0.025881516,0.905991823,0.082459283,0.005862568,0.288385031,0.303657849,0.246077688,0.607972881,0.070627333,0.903800065,0.530009096,0.34764062,0.001082782,0.009778655,0.067116472,0.159995501,0.044358794,1.353539688,0.197358861,0.062458926,0.018602596,0.001430179,0.311314637,0.023533927,0.001153044,1.968749699,0.08360248,1.163832779,0.109102951,16.37331972,0.369019382,0.142548945,0.671238861,8.964412814,1.174313414,0.066317501,56.40755572,0.000696719,0.001824894,1.603027162,0.002702773,0.000861412,0.168054751,0.69073375,24.92143516,0.264992482,4.854741511,5.207190596,0.001577922,0.000844452,0.00086285,0.120574667,0.104593253,0.002131386,0.003649094,0.000758334,0.002245651,3.131088872,1.630277634,12.36214404,3.833085277,9.281244134,11.37445685,0.011538648,0.413208538,37.56295393,5.868538273,8.542216564,0.209625257,0.19499521,50.05119585,0.422978997,0.05311434,13.94280372,1.024304779,0.279596805,0.000749072,5.175493617,0.002330769,0.85593732,0.822717634,26.02822336,0.002787944,0.002645001,0.378912217,0.245004454,0.703908618,14.4747749,0.001077684,0.000875137,0.195333671,0.291073847,0.002841987,0.001202618,1.362504876,10.58716588,0.82083081,0.449694248,6.092629935,0.214108779,1.514457266,6.340260964,4.31339019,0.897805352,0.527508151,1.87577645,0.092526009,0.065493376,1.167772106,0.024602717,1.472872601,13.46927072,0.016562317,0.043740713,0.055486336,8.341288644,0.188409247,0.000274512,0.694129683,1.093853509,0.001748713,0.003069996,0.001329257,0.00141465,0.570298889,0.000660782,0.255990611,0.001023072,0.24051084,0.214975514,0.011361296,0.526239823,0.020039197,0.215572472,0.291731279,0.139469415,0.677542099,0.465217847,0.004625369,0.001673389,0.379123404,0.014165399,0.070477449,0.000877234,0.629970336,0.013293335,0.000950133,0.009482011,0.002846433,0.00287112,0.002163746,0.003497996,0.015099819,0.001343287,0.064166601,0.002113322,0.02070028,0.041234409,0.015188383,0.002405247,0.002564691,0.00076981,0.000724562,0.017154125,412.3863794
S842,2.348673709,0.803580491,2.370055599,2.639928739,0.566219264,1.632624476,0.436011346,6.238923008,0.839091386,0.152360633,8.709727176,1.134245895,0.059568037,2.152727899,4.44332854,3.895736659,12.28845072,0.963145509,14.32982569,9.023337246,4.920099608,0.018808073,0.332390388,1.677814894,2.85275761,0.631140833,56.38127387,2.857271092,0.040654116,0.415523584,0.003639436,2.103119701,0.011496207,0.007118706,144.9824208,3.364613182,80.58640687,7.321949001,1335.808564,20.34500792,8.449049765,45.98942373,813.983859,87.28739257,3.879118054,5241.543195,0.056312706,0.045659397,97.59156936,0.011311485,0.015680844,10.91383014,43.40278571,1954.938108,19.719716,377.4636286,385.8939135,0.622422177,0.005949313,0.591688179,5.003371727,2.399775195,0.008059382,0.015395221,0.005166035,0.010040633,150.1398466,95.88212204,737.6078842,216.9736056,567.9146491,604.3167632,0.987854801,20.78292928,2578.357673,399.09809,584.1846476,16.68608473,14.70846711,3425.335838,27.35846607,2.411597124,976.8043501,78.40991656,23.62024749,0.080072799,210.2738878,0.011561916,43.33849169,36.50171225,1358.182411,0.019029005,0.099528831,16.43844562,9.604610323,45.52788273,732.2167391,0.015925352,0.002088437,9.452612512,12.54167484,0.004379147,0.024775783,42.26822861,392.5301987,29.00425707,19.33670562,230.3740263,8.821475369,67.92134415,281.953129,205.650439,36.65330009,26.66570685,68.54754784,0.458854711,3.186224075,53.5214343,1.366579832,61.64366502,610.6523662,1.17983913,2.492772304,3.510718631,352.8245253,10.70736641,0.006082885,19.91309608,42.36139866,0.057306491,0.014287589,0.005560551,0.795281027,20.69607849,0.004730622,7.919337453,0.00143113,4.483801055,4.337449968,1.195922161,9.09547684,0.935838248,4.233577634,5.553991176,2.785968902,10.41466263,8.4720531,0.535047498,0.227090235,8.10251823,0.0820215,0.748425171,0.048988246,10.93716174,0.082787679,0.057338077,0.784380303,0.261081068,0.000862015,0.0429342,0.090442222,0.157072868,0.006057778,0.34093057,0.09530381,0.146445007,0.207454383,0.211476986,0.026755613,0.001176536,0.001412579,0.000664777,0.031890282,26513.23467
S843,2.210532086,0.355428936,1.708053658,1.655132418,0.150875462,0.984826853,0.273754601,3.891884997,0.406656855,0.10674648,1.08869794,0.372379059,0.00029144,1.477348936,2.348611419,2.126616293,7.570162013,0.534782164,7.08891313,3.795934078,2.102682095,0.004391897,0.097351197,0.8263507,1.194654874,0.348980416,31.62685774,1.649738345,0.001898728,0.144313787,0.002602276,1.147464514,0.00853933,0.003883384,58.96446133,1.277151274,34.38143602,3.82361208,568.15413,10.5135686,4.330813528,18.84891625,354.2670555,44.63071923,1.619488676,2229.372077,0.0286676,0.041596861,39.97115965,0.003309363,0.00471405,4.501492032,18.23081608,759.2496618,7.422182189,156.8356936,152.4524679,0.271193203,0.00386949,0.11814501,3.187776708,1.304169225,0.005412545,0.008864902,0.006303098,0.003082833,71.96860838,44.89409522,322.7862022,101.0243814,239.4153337,278.5916814,1.375399763,9.098049785,1049.205361,166.3168089,231.8724015,6.491308472,5.586368825,1446.863044,11.79520868,0.296495925,394.7554235,31.01490622,9.074209522,0.040517268,112.7244429,0.008562734,21.18130719,17.49516932,634.4839361,0.007676472,0.032828756,8.304442261,3.422093681,16.65114194,358.2330235,0.008892323,0.001637191,4.627739905,6.065961991,0.005094136,0.019129031,23.45165922,210.2922588,15.08263563,9.139455744,119.9435078,4.264618474,32.15878939,129.7536237,97.17511171,19.12159895,12.30815493,35.20483162,0.295143363,1.677586908,24.56758448,0.605633963,30.1372124,293.9133544,0.475144857,1.071296586,1.485895763,178.7648053,4.619582491,0.000667544,10.9839087,22.17092573,0.009274368,0.008950007,0.001952923,0.382848613,10.67830025,0.004167001,4.204459903,0.003445485,2.406563068,2.381575182,0.692214228,4.940785776,0.475190297,2.189059262,3.10067084,1.468862952,5.353098661,4.747115516,0.335842101,0.104308876,4.266482015,0.046575021,0.398085627,0.015563188,5.849824641,0.046621574,0.067425886,0.439818388,0.155136923,0.000917785,0.046898312,0.049421901,0.113457948,0.007764054,0.228145005,0.012893374,0.061692168,0.060823929,0.138082009,0.211620506,0.003668125,0.001468015,0.000690865,0.016858993,11491.27384
S850,1.412598362,0.298549042,1.264954639,1.394691089,0.177416726,0.929494939,0.186012443,4.395743946,0.27055915,0.066408387,3.994820015,0.344796015,0.008556004,2.205465023,3.459698525,2.788583836,6.71972902,0.588609072,10.83489833,7.382603324,4.122955785,0.002009612,0.098095927,0.932672872,1.866525152,0.481953754,12.90792404,2.154962969,0.003081053,0.107396598,0.001642006,1.741983063,0.002164993,0.002149591,7.543378741,1.0138396,5.203439529,0.680524611,54.65441397,2.367455946,0.975541561,3.764668723,35.85080458,5.297082092,0.62141045,208.9391836,0.019023199,0.117068426,3.142877318,0.01711239,0.002453673,1.079708611,1.768791216,55.62008024,0.760211128,15.43437791,12.59020925,0.211405063,0.002641124,0.039675821,0.460469223,0.317504508,0.002115281,0.002327115,0.001069894,0.001761322,3.048326439,2.446174704,21.36025399,4.269612304,11.6047259,12.09952318,0.035778566,0.615568202,63.56872586,11.86529322,14.9732604,0.618480273,0.529057238,117.1378963,1.187136045,0.131002043,21.26574368,2.660776682,0.825309602,0.00869364,4.823973195,0.004307681,0.843006803,0.646059014,24.94246476,0.001995033,0.002512521,0.267908396,0.526222463,0.94270733,13.31399429,0.001048366,0.00169631,0.200054698,0.214868693,0.002113867,0.001555479,1.135092583,7.251747817,0.563642314,0.391447119,4.109322009,0.184754726,1.110845567,6.043613072,5.564256577,0.581945501,0.471082336,1.281709128,0.016427501,0.061250768,1.123052345,0.050529369,0.970551447,11.53127504,0.023217389,0.070457845,0.105360794,5.906605565,0.199203412,0.008333359,0.797844164,0.803342254,0.00212988,0.002393354,0.002940585,0.007145628,0.448503477,0.001183343,0.238163744,0.020603815,0.314843892,0.113113106,0.038050002,0.317135774,0.017570301,0.128132211,0.20391157,0.101645795,0.430470103,0.453944435,0.012704226,0.007757927,0.235867208,0.024318289,0.010204777,0.000363356,0.407602885,0.014043341,0.068602887,0.051882848,0.018397942,0.010500099,0.181318069,0.117475348,0.110173615,0.009883206,0.080776508,0.009439584,0.024250704,0.026450499,0.125187145,0.17121335,0.161564706,0.105525628,0.05906529,0.12340422,884.0069232
S867,0.170199828,0.181628986,0.198898017,0.534421098,0.171201985,0.320322177,0.081025036,1.47058003,0.143350379,0.032149313,4.71590144,0.171891563,0.00799735,0.597948517,1.126266269,0.909705451,2.109804131,0.203997653,3.272708196,2.39798879,1.437347567,0.010763632,0.040936639,0.280625195,0.604531847,0.162091152,3.371792159,0.738297051,0.040224467,0.066400228,0.003627813,0.745891725,0.000931811,0.001079378,2.608823651,0.395939182,1.523505083,0.163434919,13.84607485,0.577819537,0.279369828,0.940063419,6.655033249,0.916709158,0.220046105,35.51466035,0.000604764,0.004132672,3.055306232,0.000816028,0.000777156,0.341706011,1.288665311,35.74964166,0.283311847,4.758938571,7.990801111,0.089502639,0.000757081,0.000783296,0.057184108,0.549170883,0.000935656,0.001619057,0.001355475,0.000982331,8.430891557,3.140123106,16.13305251,7.759224796,15.94329292,21.88632745,0.086758062,0.523974939,50.80567455,5.740031838,9.789897757,0.066563147,0.17424457,49.6382975,0.282186276,0.034256032,18.04166262,1.04845994,0.203505466,0.001512004,23.88322766,0.002270814,2.615482911,2.220458338,57.53550054,0.001637774,0.002764558,1.04017828,0.577762923,0.967567223,48.77134342,0.001418919,0.001237393,0.765465176,0.756734973,0.001575798,0.001640476,6.513067328,38.3916871,2.741438627,0.988669778,18.58647666,0.427195849,3.209833221,9.833238357,6.19205282,2.706530799,0.97786417,5.44433471,0.010150465,0.121791251,1.916814848,0.033845933,3.35983764,28.04613851,0.018077113,0.045239352,0.05350257,21.60863328,0.240230611,0.002454093,3.599016687,3.858913778,0.013602248,0.001772353,0.001610762,0.043069309,2.071852706,0.001318121,1.078597802,0.00199949,1.082781697,0.624939096,0.159343408,1.343427498,0.047180943,0.300261122,0.837346523,0.262979901,0.779777106,1.556062146,0.035146458,0.046580461,0.772698211,0.041595899,0.111803104,0.00468107,1.103890082,0.028782528,0.015688814,0.193011955,0.0212709,0.002312334,0.02796588,0.002622941,0.068237244,0.000993007,0.004508861,0.002634538,0.015594037,0.021260725,0.095934418,0.00645828,0.000910525,0.000553584,0.001049597,0.046409972,664.8247555
